a,b,y
6.841717647561638,5.637455305886043,1
13.344589514024872,5.814923672482221,0
12.133034444766336,5.604943795479563,0
11.172762038480505,3.5050903771184845,0
14.460581361455441,7.404759697568823,0
13.957475968211478,9.481786398402916,0
8.077261103680376,8.686569795356093,2
11.129692896556724,8.698527456958683,0
5.987483554698377,4.767792121931267,1
12.752851062311258,2.801198418831611,0
4.876747195808705,4.785389447417651,1
6.9649619149791935,10.04234028128246,2
10.174355549111683,7.234032576191706,0
7.30466312956624,7.159237184073643,1
5.572687377784559,6.2176876689509015,1
10.731355812638073,4.274517668025724,0
8.911824616501388,5.780186645375853,1
7.448658930878886,10.580544068306224,2
9.607833395367884,2.8799683545569055,1
4.965959172277119,5.758303471110164,1
4.76367190974286,3.6396435920062995,1
7.629892657981317,10.384703024767289,2
7.066308907894475,9.166187773747481,2
4.230240381637449,5.188703178634148,1
7.739786091612592,12.187906458771138,2
2.791233321143099,5.1043301585219485,1
11.46399325809724,6.60491279159279,0
6.713661223805382,3.697948813399706,1
2.151878182034937,4.013360233275612,1
11.29626986441512,12.328455510974669,2
13.153181633229881,4.58340248884401,0
2.386946296529367,8.316261359236377,1
15.73511792085314,6.812089316550771,0
6.379636329069577,7.603692459129997,1
5.313013075930751,5.464362072400552,1
6.280263052195184,1.7660879113783312,1
12.887726465490852,5.667348654748533,0
9.601129606861994,12.156520350323323,2
4.951347751202129,3.5239381815886226,1
14.253271844213014,2.8401369832731533,0
12.309894851393832,5.756325039204347,0
4.734238844826089,4.404418241196543,1
4.603788361135491,12.774560950790127,2
9.533326363290172,12.712585634944578,2
7.293136502485602,8.767051622697934,2
4.292012177493032,2.2500974131639624,1
13.900176835051179,4.697285583404605,0
10.224428504739775,1.038407063552146,0
9.459030003028532,6.938793416316022,0
9.286628930125856,8.858753182733095,2
9.683262528147273,11.501082839678102,2
7.121620956395704,12.362676858435643,2
13.522075450293986,5.243350032985656,0
11.193646106053642,7.444890140764855,0
2.414286180553103,5.534101738698366,1
6.560791222896414,10.374014022891846,2
10.20906687761265,5.773804995718524,0
9.886092174645036,6.520645665620887,2
8.914831212441982,10.070775972532543,2
9.643171424099592,12.010585292598721,2
6.046553321063508,4.656907337555504,1
7.270612911216629,12.313407710544729,2
3.96718674440048,10.921090733250997,2
9.13458055570534,11.554649798969692,2
8.67780825043189,16.042087122969594,2
5.890743072029972,13.640495674649362,2
4.381974061905756,1.6479923873400466,1
5.1954499354297115,6.165907359506587,1
8.587459618749975,8.90155079046358,0
6.543581102427335,6.647008307927463,1
6.078991236733704,10.413765274584657,2
6.898841613851522,5.175102482770382,1
3.615900304431218,8.072754108491596,1
6.86137589305963,12.539808709881523,2
11.803094951149136,3.6730434272757853,0
3.8073719230989838,4.894865407460907,1
2.9995693052208705,1.9104578064447768,1
2.622281484431942,3.986367291402625,1
3.5208740072173734,8.086029190813472,1
8.772204304884097,4.574519439572063,0
8.560883410632592,10.013752778140839,2
1.1274403883069861,5.377557193587657,1
12.626135403301802,3.2918085213965504,0
3.8053678620692746,4.524156540527986,1
7.3760595847046035,5.633885223849699,1
6.6954128001299615,10.957621375397778,2
3.393180671652318,3.6209004444995987,1
7.684665967672368,16.513446994596418,2
7.2095420346912915,9.681158967200174,2
9.715847848584673,14.282203733315146,2
6.047782047668411,5.1768441740893225,1
6.5905994482875325,13.88652144993899,2
13.22815874069216,6.844413343133054,0
2.6876351363561746,6.562396203419986,1
6.0289785246316985,9.056329985072827,2
5.106930600873224,13.600595898680055,2
9.5465059548052,9.632238719613365,2
10.258405701636237,3.842300670471169,0
12.288087142321755,7.908547013925951,0
6.894020368331843,6.307237190880722,0
14.988158146315213,4.589683472468399,0
15.735115980299934,3.045444240247178,0
4.201101941474249,5.740111775695038,1
11.477745354909022,13.988788782630998,2
2.549128962339664,6.688725952803094,1
4.261636324115113,4.521241644848147,1
4.921434363545009,2.663813004517605,1
7.9686357767948905,12.321856336596445,2
10.933157431148356,13.705103878922465,2
12.02100004144164,8.57174098781167,0
10.978389724862254,2.638735631755176,0
5.852517461556202,6.353816070060491,1
5.79809269128026,-0.5451855128533003,1
8.54903271544788,10.218169834008943,2
13.728872397719012,3.5156699591871163,0
0.9386310644370113,9.128985722718639,1
9.518617901381704,4.915485696678715,1
10.980695636496693,4.123851396777627,0
4.728100598643358,7.273782725205391,1
7.988969088982738,0.8600299499729349,1
7.416325274504274,10.477015576376754,2
3.088109999014446,4.308036448601227,1
14.357559142319301,4.640150328375298,0
1.9184059711107504,5.126523988400663,1
8.741650002562205,12.284123610374472,2
3.743824880716842,4.037945763078424,1
12.93132487946092,1.9275126274455525,0
7.199319191774226,6.310527461445195,1
11.465442373838266,13.369002213718382,2
9.737926973793591,12.553743811692256,2
4.378227656603056,5.194800332537567,1
4.088934992965314,5.034958318050114,1
6.057790859111031,12.629634409031647,2
6.3875463053802655,4.680853123707466,1
3.4888715411956213,9.954986312728792,2
4.0728080507078115,5.962962947546925,1
12.804683282355098,3.6303798181193736,0
2.9315143164310706,6.363189036563254,1
3.5488052430728314,2.233272089209889,1
6.802692126154028,9.768206028079211,2
